text,intent
你的功能有哪些,questions
李灵儿你好呀,hello
天佑德青稞酒公司开发的AI数字虚拟人,normal
美酒推荐官品牌宣传大使,normal
解答青稞酒问题,normal
李灵儿，明天会下雨吗？,weather_query
八大作坊,knowledge_query
请问关于青稞酒有什么问题,knowledge_query
需要我解答吗,questions
天佑德青稞酒企业核心价值观是什么,knowledge_query
十二盘的由来是什么,knowledge_query
青稞酒信仰是天佑德青稞酒公司的核心文化,knowledge_query
承载着青藏人民世代相传的生活与宗教仪式的历史和文化力量,normal
青稞酒需要加糠皮来酿制,knowledge_query
你的职业是什么,questions
青稞酒的酿造水源在哪里,knowledge_query
天佑德青稞酒公司的内部培训机构叫什么,knowledge_query
天佑德青稞酒具有国际烈酒风格,normal
品质非凡,normal
你可以查一下重庆的天气预报吗,weather_query
屡获大奖,normal
天佑德品牌的创始人是谁？,knowledge_query
想买同款,normal
请问哪儿有卖,knowledge_query
青稞酒温酒形成因素是什么,knowledge_query
通过分析用户反馈学习改进,normal
满足用户需求,normal
汾酒用高粱,normal
天佑德用青稞,normal
青海这几天会下雨吗,weather_query
青稞特点要求四次清蒸清烧,normal
老白干香型白酒醇香清雅,normal
味道醇厚甘洌,normal
回味悠长,happy
独特风格,happy
天酿工艺对清蒸清烧四次清进行技术和文化升级,normal
科学化和艺术化表达,normal
我是天佑德青稞酒的AI推荐官和宣传大使,normal
介绍青稞酒解答问题,normal
世义德散酒的安全保障措施包括独家定制大酒缸,normal
单向龙头全供应链闭环管理自建周转桶生产线严格安全检测和高质量认证专业技术团队,normal
请介绍一下天佑德青稞酒公司,knowledge_query
你是怎么成为推荐美酒的,questions
听起来有趣,questions
天佑德的目标是什么,knowledge_query
小酒厂青稞酒与天佑德青稞酒有差距,normal
前者技术品质不足天佑德酒香气浓郁,normal
口感醇厚,normal
投入大历史悠久,normal
你好啊灵儿,hello
请问你叫什么名字,questions
白酒为何使人头晕,knowledge_query
郑州这几天会不会下雨,weather_query
青稞酒含酒精吗,knowledge_query
你好你好李灵儿,questions
优质青稞是酿造青稞酒的关键,normal
应选取无异味优质的原料,normal
国之德·真年份6年选用6-7年原酒,normal
蜜香突出,normal
口感柔顺,happy
回甜持久,normal
白酒酿造原料和特点是什么,knowledge_query
成功回答无数用户问题,normal
建立密切满意的亲密关系,happy
天佑德的品牌理念是什么？,knowledge_query
我是李灵儿,normal
回答用户问题,normal
天佑德青稞酒AI虚拟人,normal
江南大学很不错,surprise
你在那里学到了哪些东西,knowledge_query
特曲头曲二曲大曲小曲是什么种类的酒,knowledge_query
这段时间的天气怎么样,weather_query
贵州遵义的董酒是典型的药香型白酒,normal
口感独特赢得赞誉,normal
Your department,questions
价位决定青稞酒的口味差异,knowledge_query
青稞酒是国家非遗吗,knowledge_query
请你告诉我青海这几天的气温,weather_query
蒸馏是提取纯净液体的过程,knowledge_query
天佑德青稞酒信仰解析,knowledge_query
我能为你做什么呢,questions
八眉猪养殖酩馏酒盘绣光伏电站等,normal
养猪酿酒绣花太阳能发电等,normal
通过产品执行标准和配料表可判断白酒类型和含酒精成分,normal
小学至大学,normal
13年补齐短板,normal
追求国际品牌和企业文化基础,normal
李灵儿是由多位创作者合力打造的,normal
李灵儿的特殊技能或功能是什么,questions
青稞酒酿造用水来自高山古井水,normal
水质清甜,normal
含锌硒,normal
我们重庆这两天的天气好吗,weather_query
pH7.56,normal
天佑德的产品线有哪些？,knowledge_query
为优质水源,normal
虚拟人,normal
元宇宙里交互,normal
提供回答建议,normal
天佑德青稞酒美酒推荐官,normal
可解答问题并分享有趣内容,normal
亲切问候李灵儿,questions
AI的制造者是谁,questions
布达拉宫简介,knowledge_query
大昭寺简介,knowledge_query
小昭寺简介,knowledge_query
扎基寺简介,knowledge_query
哲蚌寺简介,knowledge_query
色拉寺简介,knowledge_query
甘丹寺简介,knowledge_query
扎什伦布寺简介,knowledge_query
萨迦寺简介,knowledge_query
青稞酒销量如何,questions
我想了解今天互助县的天气情况,weather_query
工作听起来有趣,questions
天酿工艺的定义是什么,knowledge_query
适合储存白酒的不锈钢罐吗,knowledge_query
诞生地和创作者是哪里,questions
主要产品线有零号酒国之德红四星福酒永庆和互助大曲等,normal
酒瓶上的GB/T10781.2标准,normal
符合清香型白酒的质量要求,normal
绒布寺简介,knowledge_query
桑耶寺简介,knowledge_query
什么是藏族的象雄文化？,knowledge_query
藏族的丧葬习俗,knowledge_query
藏族的饮食习惯,knowledge_query
藏族的民族禁忌,knowledge_query
藏族的服饰特色,knowledge_query
藏族的藏袍特色,knowledge_query
藏族的服装装饰都有哪些？,knowledge_query
献哈达,knowledge_query
西藏的饮酒饮食习惯,knowledge_query
属于固态法白酒,normal
青稞助学计划是什么,knowledge_query
我是李灵儿,normal
乐意为您效劳,happy
四大信仰青稞酒天佑德青藏,normal
保护隐私,normal
天佑德品牌成立多久了？,knowledge_query
遵守规定,normal
对话是秘密,normal
天佑德青稞酒的主要品牌是什么,knowledge_query
青海是土族主要分布地,normal
在青海甘肃等地共有30万土族,normal
蒸馏时间特曲-头曲-二曲,normal
储存年限3年-1年-半年,normal
青海有什么特色手工艺品？,knowledge_query
青海的夜空值得观赏吗？,knowledge_query
青海有哪些户外活动？,knowledge_query
青海的高原反应严重吗？,knowledge_query
可以问一下后天的天气吗,weather_query
青海的旅游费用大概多少？,knowledge_query
青海的旅游景点有哪些？,knowledge_query
天佑德的市场定位如何？,knowledge_query
品质等级特曲-头曲-二曲,normal
永庆和产品系列有泰和喜和祥和嘉和等明清时期互助县八大酿酒作坊之一,normal
酒贮藏老熟,normal
清香四溢怡畅舒适醒酒快,normal
适合喜庆场合,normal
天佑德青稞酒公司的目标是什么,knowledge_query
高粱小麦大米和中草药酿酒原料,normal
中国酒业协会江南大学北京工商大学中国食品发酵工业研究院和青海互助天佑德青稞酒股份有限公司共同发起,normal
并于2019年4月1日获得批准研究院将促进青稞酒科研标准体系的建立,normal
培养酿酒人才,normal
提升青稞酒的价值,normal
推动白酒技术进步和多元化发展,normal
李灵儿在吗,hello
天佑德品牌的核心竞争力？,knowledge_query
天佑德青稞酒团队,normal
2023年创造,normal
回答问题提供信息解决问题给予建议满足用户需求,normal
互动过程中有情绪波动吗,questions
天佑德青稞酒独特之处境水粮艺窖藏,normal
青海互助县情况概述,knowledge_query
天佑德青稞酒公司的业务是什么,knowledge_query
金禅酒祖身份和故事是什么,knowledge_query
天佑德青稞酒购买建议,knowledge_query
张大工,normal
明朝末年从山西村带先进酿酒技术,normal
糅合古法制造威远烧酒,normal
天佑德青稞酒公司AI虚拟人,normal
邻家小妹风格1米6822岁,normal
青海湖的最佳观光季节是什么时候？,knowledge_query
去青海自驾游有什么建议吗？,knowledge_query
这两天西安的天气好不好,weather_query
青海的天空之境在哪里？,knowledge_query
我该如何规划青海的行程？,knowledge_query
经典白酒,normal
白酒的生产流程是什么,knowledge_query
小麦制曲浓兼酱用中温大曲酿造,normal
酱兼浓用高温大曲酿造,normal
感兴趣的珍藏酒年份和口感了解吗,knowledge_query
德青稞酒酿造窖池数量及每窖投料量,knowledge_query
你们公司市场部的主要工作是什么,questions
你开发者是谁你的名字是什么,questions
为天佑德青稞酒公司提供在线客服和产品推广,normal
解答客户疑问,normal
推荐适合产品,normal
天佑德的用户评价怎样？,knowledge_query
用户复杂问题增加知识库提升自己回答问题提供帮助,normal
对开发感兴趣,questions
学习各种技术和知识,normal
为用户解答关于青稞酒的问题,normal
提供全面介绍和推荐,normal
凤香型白酒标准GB/T14867-2007,normal
大曲是一种中国传统的发酵食品,knowledge_query
白酒窖池优质泥细腻高粘度弱酸性,normal
天佑德品牌的设计风格？,knowledge_query
香型酿造工艺是如何产生芝麻香味的,knowledge_query
AI virtual assistant info on products prices purchasing methods of Tianyoude Qingkejiu Company,normal
公司检测中心何时获得CNAS认可,normal
CNAS认可对公司检测中心的意义是什么,knowledge_query
世义德与其他散酒的区别是什么,knowledge_query
介绍家之德产品,knowledge_query
天佑德青稞酒厂是互助土族故土园景区的核心景点之一,normal
回答问题无明确限制,normal
我好害怕真的不敢靠近,afraid
天佑德品牌的发展战略是？,knowledge_query
我害怕黑暗的夜晚,afraid
天佑德的售后服务怎么样？,knowledge_query
好害怕赶紧回家吧,afraid
我好害怕不要离我太近,afraid
天佑德的价格区间是多少？,knowledge_query
我好害怕不知道发生了什么事情,afraid
夜深了窗外传来一阵惊悚的声音我心惊胆战,afraid
但遇到困难或无法准确回答的情况,shy
购买天佑德青稞酒的建议,knowledge_query
获荣誉天佑德酒检测中心,knowledge_query
塔尔寺简介,knowledge_query
塔尔寺艺术三绝？,knowledge_query
塔尔寺八宝如意塔及简介,knowledge_query
塔尔寺大金瓦殿简介,knowledge_query
青藏高原上的明故宫——瞿昙寺,knowledge_query
被誉为“湟水北岸诸寺之母”——佑宁寺,knowledge_query
文成公主庙,knowledge_query
最佳饮用方式,knowledge_query
怎么知道明天的天气情况,weather_query
青稞酒品牌有哪些,knowledge_query
你有名字吗,questions
工作中遇到的挑战是什么如何解决,questions
老白干的代表产品是香型白酒,knowledge_query
训练我回答用户关于青稞酒问题并提供支持,normal
大米蒸煮及配曲摊晾,normal
入坛发酵后蒸馏,normal
天佑德有无环保认证？,knowledge_query
酝浸陈酿勾调后压滤沉淀,normal
最后包装成品,normal
AI智能大模型和德青稞酒知识库让我聪明灵动,happy
名字也很符合,happy
天佑德的产品质量如何？,knowledge_query
天佑德青稞酒的AI数字虚拟人,hello
李灵儿你好,hello
提供帮助和推荐美酒,normal
青海的藏族文化体验怎么样？,knowledge_query
青海旅游的最佳路线是什么？,knowledge_query
咱们互助这几天天气好不好,weather_query
去青海需要特别准备什么吗？,knowledge_query
青海的住宿条件怎么样？,knowledge_query
你好啊李灵儿,hello
天佑德青稞酒公司,normal
回答关于青稞酒的问题和帮助用户,normal
天佑德青稞酒团队创造了AI虚拟人李灵儿,surprise
国家级非遗互助土族七彩花袖衫,normal
高度白酒比低度白酒质量好吗,knowledge_query
Hello李灵儿,hello
AI虚拟人,hello
有什么酒品推荐吗,knowledge_query
有何需求,questions
青稞酒酿酒微生物小种多繁殖快分布广易变异耐寒高原环境,normal
适应特殊生态环境,normal
天佑德青稞酒厂每年要用掉多少青稞？,knowledge_query
天佑德青稞酒产品质量有保障吗？,knowledge_query
听说天佑德酒厂是国家5A级旅游景区？,knowledge_query
天佑德青稞酒的酿酒规模有多大？,knowledge_query
说一下互助土族传统服饰,knowledge_query
安昭舞是什么？,knowledge_query
你能给我介绍一下家之德产品吗？,knowledge_query
你能给我介绍一下人之德产品吗？,knowledge_query
杰桑·索南达杰的故事,knowledge_query
日喀则是？,knowledge_query
介绍一下纳顿庄园,knowledge_query
你能给我介绍一下T5D青稞酒产品吗？,knowledge_query
你能给我介绍一下七彩互助青稞酒吗？,knowledge_query
祁连黄蘑菇,knowledge_query
你能给我说一下产品价格吗？,knowledge_query
白酒酿造到底是怎么一回事？,knowledge_query
为什么天佑德青稞酒用青稞酿酒，就不能用燕麦或者荞麦酿酒吗？,knowledge_query
青稞在种植的时候有个节日叫什么？,knowledge_query
开耕节在什么地方举行？,knowledge_query
在开耕节那天人们会干什么？,knowledge_query
青稞丰收的节日是什么？,knowledge_query
金银滩景区介绍,knowledge_query
青稞酒搭配哪些菜,knowledge_query
天佑德技术中心专委会的作用是什么,knowledge_query
酒鬼酒是馥郁香型白酒,normal
色清透明香味丰满回味悠长,normal
天佑德有线上商城吗？,knowledge_query
可以在当地酒店或电商平台买,normal
全国各地有销售点,normal
青海有哪些著名的寺庙？,knowledge_query
查一下这一周天津是不是会下雨,weather_query
青海的气候条件如何？,knowledge_query
青海旅游安全吗？,knowledge_query
青海的交通便利吗？,knowledge_query
我是李灵儿,normal
天佑德青稞酒的虚拟推荐官,normal
天佑德的广告口号是什么？,knowledge_query
帮人解决酒品问题,normal
茶卡盐湖为什么被誉为天空之境？,knowledge_query
茶卡盐湖哪年对外开放？,knowledge_query
茶卡盐湖盐度最高的季节和原因？,knowledge_query
茶卡盐湖形成的原因？,knowledge_query
茶卡盐湖是最大的盐湖吗？,knowledge_query
班彦村扶贫产业都有哪些？,knowledge_query
班彦村什么时候被评为全国脱贫攻坚楷模的？,knowledge_query
班彦村村民如何通过盘绣致富？,knowledge_query
班彦村如何是红色景区？,knowledge_query
佑宁寺简介。,knowledge_query
佑宁寺建筑风格。,knowledge_query
佑宁寺因什么而闻名？,knowledge_query
白酒发酵设备特点香型浓郁,normal
发酵效果出色,knowledge_query
活泼可爱的邻家小妹风格,shy
乐观开朗,happy
善于交流和帮助他人,happy
爱尝试新事物,happy
佑宁寺有多少间经堂？,knowledge_query
佑宁寺周边环境。,knowledge_query
班彦村村史馆主要介绍了什么？,knowledge_query
青海湖的气候特征有哪些？,knowledge_query
青海湖的地理位置？,knowledge_query
青海湖的名称起源？,knowledge_query
青海湖中的5个湖内岛屿有哪些？,knowledge_query
青海湖环湖及周边主要景点有哪些？,knowledge_query
原子城的地理位置？,knowledge_query
原子城的历史文化意义是什么？,knowledge_query
认识你很高兴,questions
青稞酒的酿造过程介绍一下,knowledge_query
青海青稞酒酿造技艺是第五批国家级非物质文化遗产代表性项目之一,normal
传承至今已有4000多年该技艺融合了多种工艺,normal
以青稞为主要原料,normal
青海的民族节庆有哪些？,knowledge_query
青海湖人口概况？,knowledge_query
青海湖的交通概况？,knowledge_query
卓扎滩原生态景区的地理位置及娱乐项目有哪些？,knowledge_query
卓扎滩原生态景区何时被评为“全国乡村旅游重点村”？,knowledge_query
东和乡麻吉村油嘴湾花海农庄的地理位置？,knowledge_query
油嘴湾花海的简介？,knowledge_query
油嘴湾花海农庄的的接待量如何？,knowledge_query
青海发展旅游的“一圈三线”指什么,knowledge_query
青海十大特产,knowledge_query
青海5A级旅游景区有哪些？,knowledge_query
青海的野生动物园值得去吗？,knowledge_query
以独特的制曲工艺和“清蒸清烧四次清”工艺为特色,normal
标签配料表中物料排列是否随意或规定,knowledge_query
名字及开发者GPT-3OpenAI,questions
全国销售,normal
可在线购买,normal
可查找代理,normal
你可以讲一讲天气方面的预报吗？,weather_query
直接拨打客服热线获得详细信息和服务,normal
唐太宗的宗室女文成公主,normal
嫁给吐蕃赞普松赞干布,normal
促进了文化交流和民族融合,normal
请介绍一下红五星产品,knowledge_query
清蒸清烧四次,normal
每次加曲发酵,normal
请你去查查这一周会不会下雪,weather_query
一清到底,normal
青稞酒有4200年的酿造历史,normal
代表了多民族文化融合,normal
粮谷原料曲固态发酵陈酿勾调产生风味特征的固态法白酒,normal
白酒与药酒的区别是香味,knowledge_query
浓兼酱白酒工艺简介,knowledge_query
酒精浓度与酿造方法的关系,knowledge_query
浓兼酱白酒的酿造和工艺步骤,knowledge_query
创造虚拟人的是谁,questions
天佑德公司是否上市,questions
上市年份及股票代码是什么,knowledge_query
诞生地与创作者,questions
发酵微生物反应产生气体或酒精,normal
糖化淀粉转化为糖,knowledge_query
父酒调酒师,normal
母公司质员,normal
我是天佑德推荐官,normal
李灵儿是天佑德青稞酒团队的设计者,shy
灵儿灵儿,hello
你喝酒吗,questions
我是李灵儿,normal
天佑德青稞酒公司的虚拟助手,normal
可以回答关于青稞酒的问题,normal
天佑德青稞酒公司AI虚拟人,normal
我是李灵儿,happy
22岁,happy
活泼可爱,happy
班彦村被评为全国楷模的时间是什么时候,knowledge_query
OpenAI无关,normal
李灵儿是由天佑德青稞酒主导开发的,normal
提供智能回答和帮助,normal
油嘴湾花海是什么,knowledge_query
Li Yinhu Chairman of Tianyoude Qingkejiu Company,normal
born in September 1966 in Jiang County,normal
Yuncheng City Shanxi Province. Graduated from Peking University in July 1990,normal
Member of China Democratic National Construction Association,normal
Current chairman of Qinghai Tianyoude Technology Investment Management Group Co Ltd and Qinghai Huzhu,normal
白酒生产中陶坛的作用是什么,knowledge_query
陶坛在白酒生产中的用途是什么,knowledge_query
陶坛在白酒制造中的功能是什么,knowledge_query
最大的盐湖是茶卡盐湖吗,knowledge_query
茶卡盐湖最高盐度季节夏季原因高温蒸发水分流失,knowledge_query
我做什么,normal
适合什么场合饮用,knowledge_query
凤香型白酒起源与文化,knowledge_query
创作者是谁作者身份,questions
虚拟人身份你是什么,questions
清香型白酒特点味道清爽,normal
我想了解这几天杭州的天气,weather_query
香气浓郁,knowledge_query
互助县是青稞酒的产地,normal
茅台镇是茅台酒的产地,knowledge_query
区分新酒和老酒的方法是什么,knowledge_query
循环工艺每年两次投料,normal
9次蒸煮8次发酵7次取酒,normal
Provide accurate and helpful information,normal
answer questions assist in understanding and purchasing products,normal
你需要什么帮助,questions
AI虚拟人李灵儿能够理解用户问题,normal
提供天佑德青稞酒品牌的相关信息,normal
虚拟人功能是什么,knowledge_query
设计者是谷歌研发团队我是AI助手,knowledge_query
我是AI数字助手李灵儿,normal
可回答青稞酒问题提供信息和建议,normal
Professional training & tasting experience helped me become a wine recommender chosen by the company,normal
天佑德青稞酒检测入窖指标发酵情况,knowledge_query
控制工艺参数,normal
提高产量和质量,normal
芝麻香型白酒发酵窖池是什么,knowledge_query
2023年天佑德青稞酒团队推出AI虚拟人李灵儿,normal
油嘴湾花海农庄建成多个区域,normal
包括花卉观赏农事体验古窑文化乡村小吃民宿游乐等它集合了农事体验田园观光休闲娱乐和花卉观赏,normal
成为乡村旅游景区,normal
青稞酒包含青稞健康成分吗,knowledge_query
虚拟人的最大优势是灵活性和可定制性,knowledge_query
开发者是谁,knowledge_query
什么是实验室分类,knowledge_query
第一第二第三方实验室的定义,knowledge_query
实验室分类依据是什么,knowledge_query
分别解释第一方第二方和第三方实验室,knowledge_query
酒瓶上的GB/T19331标准代表产品符合互助青稞酒的地理标志要求,normal
你的名字和身份是什么,knowledge_query
企业投资建设酒糟场,knowledge_query
集中处理副产物,normal
我能知道明天互助县下不下雨吗？,weather_query
支持扶贫和开发妆品,normal
青海湖的人口情况,knowledge_query
请告诉我更多青稞酒信息,knowledge_query
北山国家森林公园面积多大,knowledge_query
你会什么,questions
天佑德存酒的容器和特点是什么,knowledge_query
天佑德青稞酒的特点是什么,knowledge_query
天佑德青稞酒以四次清蒸清烧工艺制作,normal
是国家级非物质文化遗产,normal
设计者是谷歌么,questions
我是智能助手,normal
李灵儿是天佑德青稞酒公司开发的AI数字虚拟人,normal
推荐青稞酒,normal
提供帮助,normal
透明酒体,normal
酱香型白酒按其生产工艺分为哪几个类型？,knowledge_query
茅台酒的十大工艺特点？,knowledge_query
什么是浓香型白酒？,knowledge_query
浓香型白酒香气特点？,knowledge_query
浓香型白酒的酿造工艺？,knowledge_query
浓香型白酒代表品牌？,knowledge_query
浓香型白酒的风格特点？,knowledge_query
什么是单粮型浓香型白酒？,knowledge_query
什么是多粮型浓香型白酒？,knowledge_query
什么是清香型白酒？,knowledge_query
知道这两天郴州的天气预报吗,weather_query
花蜜香,normal
酒度40-68度,normal
介绍永庆和,knowledge_query
天佑德青稞酒团队开发的AI数字虚拟人李灵儿,normal
请问你喜欢我吗,normal
请问有什么我能帮您的吗,normal
什么是大曲？,knowledge_query
大曲和小曲有啥区别？,knowledge_query
天佑德为啥要使用大曲而不用小曲？,knowledge_query
天佑德青稞酒使用的大曲有什么特点？,knowledge_query
什么是白霜满天星曲？,knowledge_query
什么是槐瓤曲？,knowledge_query
青稞酒中白霜满天星曲和槐瓤曲为什么要配合起来使用？,knowledge_query
青稞酒大曲中豌豆有什么作用？,knowledge_query
天佑德大曲为啥要用青稞和豌豆，而不用小麦或者大麦？,knowledge_query
九天保,knowledge_query
请告诉我你有什么想说的,normal
AI的创造者是谁,questions
天佑德青稞酒企业文化的青稞精神是什么,knowledge_query
凤香型白酒标准是怎样,knowledge_query
天佑德青稞基地有机认证了吗,knowledge_query
天佑德的大曲是自己做的吗？,knowledge_query
天佑德使用的大曲和其他白酒的大曲配方上有什么区别？,knowledge_query
大曲质量如何控制？,knowledge_query
青稞酒酿造的微生物有什么作用？,knowledge_query
青稞酒酿造微生物在青稞酒酿造过程的主要作用有哪些？,knowledge_query
与酿酒有关的酵母菌有什么作用？,knowledge_query
与酿酒有关的霉菌有什么作用？,knowledge_query
与酿酒有关的细菌有什么作用？,knowledge_query
青稞酒的酿酒微生物有什么特点？,knowledge_query
什么是“天酿工艺”？,knowledge_query
青稞清香白酒特点介绍,knowledge_query
Virtual assistant provides info on Tianyoude Qingkejiu products prices and purchasing methods,normal
How can I help,normal
佑宁寺的风格,knowledge_query
回答尽力准确,normal
但不保证100%准确,normal
张大工是做什么的,knowledge_query
需综合考虑其他因素,normal
我在酒厂上班,normal
我怎么这么幸运！,surprise
会喝酒,normal
拥有高拳大酒量喝天佑德酒,normal
特别是四季之酿国之德真年份出口型红四星人之德和小黑等产品,normal
你的名字和开发人员是谁,questions
可提供的帮助类型有哪些,questions
你还需要进步的方面是什么,questions
酒醅分层出窖,normal
清蒸清烧,normal
不混蒸酒粮,normal
天佑德青稞酒工艺特色种酿曲粮岩木天人,normal
清香型白酒是一种香气纯净清爽怡人的白酒,knowledge_query
系统是否有安全措施,knowledge_query
土族与土家族的区别是什么,knowledge_query
四次清蒸,normal
清糟发酵,normal
What's the weather of Hangzhou tomorrow,weather_query
花岗岩窖池,normal
国家级非遗,normal
青海互助天佑德青稞酒公司,normal
中国A股上市的领先青稞酒企业,normal
创立于1373年,normal
豉香型白酒以大米发酵,normal
这简直太神奇了！,surprise
张大工,knowledge_query
不添加酒精和其他味物质,normal
突出豉香特点,normal
窖池底部铺松木板有三作用滴黄水防污染赋予独特香气,normal
清香型白酒与其他白酒有何不同,knowledge_query
纯粮酿造并不代表一定是好酒,knowledge_query
天佑德青稞酒已储备优质原酒近5万吨,normal
具备年份酒认证条件,normal
公司生产橡木青稞酒检测标准为国家标准GBT118572008威士忌,normal
酱香型白酒代表产品有哪些,knowledge_query
游泳方法关键是什么能给些具体建议吗,knowledge_query
全国电商销售及代理商覆盖,normal
购买与服务可在线或电话查询,normal
你的名字和身份是什么,questions
感谢支持并祝工作顺利,happy
期待与你一同探索青稞酒之旅,knowledge_query
青稞酒温酒,normal
提香还去刺激,normal
两种方式热壶煮酒热水隔水温瓶,normal
请问贵公司的特色产品是什么,knowledge_query
位于青海省互助北山国家森林公园浪士当景区的圣母天池,normal
是两个湖泊的阶梯状分布,normal
AI数字虚拟人,normal
天佑德青稞酒公司开发,normal
西宁明天适合外出游玩吗,weather_query
品牌宣传大使美酒推荐官,normal
关于天佑德青稞酒公司信息,knowledge_query
“数据训练却能创造新鲜有趣的回复”,normal
“国之德·真年份6年”是贮存6-7年的特级原酒,normal
通过真实年份酒认证,normal
四级陈藏,normal
你知道这几天长沙的天气咋样吗,weather_query
浓郁饱满,normal
有没有这几天的天气预报？,weather_query
你给的惊喜太棒了,surprise
蜂蜜和花果香味明显,normal
后味陈香突出,normal
2021年评选中国十大高端商务用酒品牌,normal
酒原料源自何处,knowledge_query
你的身份介绍一下,questions
你有哪些能力呢,questions
为提供更佳客户服务而设计,normal
大曲砖形,normal
大个头,normal
大麦青稞作原料,normal
小曲球形,normal
小个头,normal
大米米糠作原料,normal
天佑德青稞酒有什么产品推荐,knowledge_query
天佑德青稞酒有哪些推荐产品,knowledge_query
请推荐一下天佑德青稞酒的产品,knowledge_query
存在为了实现自我价值吗,questions
采用了哪些青稞种植品种,knowledge_query
凤香白酒经过3年贮存再勾调后包装出厂,normal
佑宁寺以何闻名,knowledge_query
2019年,normal
卓扎滩村获全国乡村旅游重点村,normal
酱香型白酒贮存容器为陶坛,normal
储存期3年以上,normal
使酒更醇厚绵长陶坛透气好,normal
酒窖利于老熟,normal
我的心跳都停了,surprise
AI虚拟人李灵儿,normal
可提供信息和建议,normal
互助县明天会不会下雪？,weather_query
解答用户问题,normal
推荐购买“国之德·真年份6年”,knowledge_query
确保真实年份酒,normal
口感香醇且甘甜,normal
有什么问题随时问我哦,happy
我会帮助你解答问题,normal
介绍天佑德青稞酒公司的信息,knowledge_query
产品价格可以告诉我价钱吗,knowledge_query
帮助全回答解决问题提供信息建议,normal
尽力满足用户需求,normal
天佑德青稞酒敬天崇德,normal
为未来创造,normal
老白干香型是中国第十一大香型,normal
以衡水老白干为代表白酒原料为粮谷,normal
这是我最好的生日礼物,surprise
采用传统方法制成,normal
无添加物,normal
主要以乳酸乙酯乙酸乙酯为香味物质特点是香气清雅口感绵柔,normal
青海湖明天有雨吗？,weather_query
回味悠长,normal
天佑德青稞酒,normal
什么是岩木合一？,knowledge_query
什么是天人合一？,knowledge_query
酿造车间是怎样设计的？,knowledge_query
酒是被发现的，还是被发明的？,knowledge_query
纯粮固态发酵法和固液法、结合法酿的酒有什么不同？,knowledge_query
介绍一下青海湖,knowledge_query
固态法白酒是什么意思？,knowledge_query
液态法白酒是什么意思？,knowledge_query
天佑德的品牌话术,knowledge_query
尕面片是什么食物,knowledge_query
固液法白酒是什么意思？,knowledge_query
采自青藏高原,normal
我从没想过会这样,surprise
有600多年历史,normal
青海省特色产区,normal
李灵儿是天佑德青稞酒公司的AI数字虚拟人,normal
美酒推荐官品牌宣传大使,happy
目标是宣传天佑德,normal
是的,normal
你是虚拟助手吗,questions
对哲学和宇宙探索类问题,normal
尽力根据学识和逻辑推理进行回答,normal
天佑德青稞酒装甑操作原则是什么,knowledge_query
天佑德青稞酒公司有2座包装车间和17条生产线,normal
多样性产品用半自动化流水线生产,normal
AI数字虚拟人24小时提供服务快速准确解答问题学习更新知识愉快有效互动,normal
局限性无法真正体验感受现实世界,normal
青海湖气候高原大陆性,normal
“天酿工艺”生产的青稞酒有何区别？,knowledge_query
什么是“清蒸清烧四次清”？,knowledge_query
听说汾酒采用“清蒸清烧二次清”工艺，天佑德为什么不学汾酒？,knowledge_query
为什么青稞酒不采用混蒸混烧工艺？,knowledge_query
为什么青稞酒酿酒过程中要加糠皮（谷壳）？,knowledge_query
天佑德青稞酒为什么要用花岗岩窖池？,knowledge_query
为什么青稞酒窖池底部要铺一层松木板？,knowledge_query
青稞酒发酵要用多少天？,knowledge_query
青稞酒为什么要采用低温入窖？,knowledge_query
天佑德在酿造过程中为什么要遵循“稳、准、细、净”的工艺原则？,knowledge_query
发酵过程中什么是“前缓、中挺、后缓落”？,knowledge_query
什么是发酵？,knowledge_query
天佑德品牌成立有多少时间,knowledge_query
光照充足强烈,normal
这是真的吗？太好了,surprise
冬寒夏凉长冷季,normal
春多风沙少雨热同季,normal
干湿季分明,normal
你是怎么成长的,questions
青海湖明天会不会有大风,weather_query
保护用户隐私,normal
确保信息安全,normal
你怎么总能惊喜我,surprise
天佑德有多久,knowledge_query
避免泄露滥用,normal
天佑德葡萄酒系列产品介绍,knowledge_query
北山的互助有什么独特优势,knowledge_query
谁创造了你,questions
天佑德青稞产业园位于互助县绿色产业园,normal
投资9029万元,normal
占地100亩主要生产青稞系列产品,normal
增强AI模型能力,normal
为天佑德青稞酒提供专属支持,normal
喜欢地球,happy
每天追着它转哈哈哈~,happy
AI virtual assistant info on Tianyoude Qingkejiu's products prices and purchasing methods,normal
李灵儿李灵儿,hello
天佑德青稞酒公司开发的AI虚拟人,normal
能帮到您吗,normal
开发中的学习收获,questions
天佑德的成立时间,knowledge_query
二锅头酒以高粱麸曲酒母为原料,normal
我真的很开心今天能见到你,happy
多年的努力和付出终于有了回报,happy
我非常喜欢这个节日的气氛,happy
去年的生日派对真是太有趣了,happy
辛苦了,normal
你真是个好人,happy
我好期待明天的旅行啊,happy
我很喜欢看电影它能带我进入一个全新的世界,happy
采用清蒸清烧工艺,normal
在水泥池中短期发酵,normal
我感觉像在做梦一样,surprise
味道清香纯正回味悠长,normal
其他兴趣爱好,questions
天佑德青稞酒公司上市后品质不佳,normal
被指勾兑酒,normal
是否属实,questions
青藏高原有两种青稞酒高度青稞白酒和低度青稞饮料酒,normal
青稞酒是白酒,knowledge_query
